"Srid","RecommendationMode","EventDate","City","State","Country","Abstract","DateIssued","AddresseeDetails","IsMultipleRecipient","OverallStatus","OverallDateClosed","Recommendation","SR coding mode","SR coding tier 1","SR coding tier2","NtsbNo","Mkey","ReportNo","SrUrl","AccidentReportUrl"
"M-20-015","Marine","2019-09-02T14:00:00Z","Ventura","California","USA","This report discusses the September 2, 2019, fire on board the 75-foot-long small passenger vessel Conception, operated by Truth Aquatics, Inc., in Platts Harbor on the north side of Santa Cruz Island, 21.5 nautical miles south-southwest of Santa Barbara, California. Thirty-three passengers and one crewmember died. Safety issues identified in this report include the lack of small passenger vessel regulations requiring smoke detection in all accommodation spaces; the lack of a roving patrol; small passenger vessel construction regulations for means of escape; and ineffective company oversight. As part of its accident investigation, the National Transportation Safety Board makes ten new safety recommendations to the US Coast Guard, associations that have members operating small passenger vessels with overnight accommodations, and Truth Aquatics, Inc.; the NTSB reiterates one safety recommendation to the Coast Guard.","2020-11-10T05:00:00Z","USCG | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE UNITED STATES COAST GUARD: Revise Title 46 Code of Federal Regulations Subchapter T to require that all vessels with overnight accommodations currently in service, including those constructed prior to 1996, have smoke detectors in all accommodation spaces.",,,,"DCA19MM047","100177","MAR-20-03","https://data.ntsb.gov/carol-main-public/sr-details/M-20-015","https://www.ntsb.gov/investigations/Pages/DCA19MM047.aspx"
"M-20-016","Marine","2019-09-02T14:00:00Z","Ventura","California","USA","This report discusses the September 2, 2019, fire on board the 75-foot-long small passenger vessel Conception, operated by Truth Aquatics, Inc., in Platts Harbor on the north side of Santa Cruz Island, 21.5 nautical miles south-southwest of Santa Barbara, California. Thirty-three passengers and one crewmember died. Safety issues identified in this report include the lack of small passenger vessel regulations requiring smoke detection in all accommodation spaces; the lack of a roving patrol; small passenger vessel construction regulations for means of escape; and ineffective company oversight. As part of its accident investigation, the National Transportation Safety Board makes ten new safety recommendations to the US Coast Guard, associations that have members operating small passenger vessels with overnight accommodations, and Truth Aquatics, Inc.; the NTSB reiterates one safety recommendation to the Coast Guard.","2020-11-10T05:00:00Z","USCG | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE UNITED STATES COAST GUARD: Revise Title 46 Code of Federal Regulations Subchapter T and Subchapter K to require all vessels with overnight accommodations, including vessels constructed prior to 1996, have interconnected smoke detectors, such that when one detector alarms, the remaining detectors also alarm.",,,,"DCA19MM047","100177","MAR-20-03","https://data.ntsb.gov/carol-main-public/sr-details/M-20-016","https://www.ntsb.gov/investigations/Pages/DCA19MM047.aspx"
"M-20-017","Marine","2019-09-02T14:00:00Z","Ventura","California","USA","This report discusses the September 2, 2019, fire on board the 75-foot-long small passenger vessel Conception, operated by Truth Aquatics, Inc., in Platts Harbor on the north side of Santa Cruz Island, 21.5 nautical miles south-southwest of Santa Barbara, California. Thirty-three passengers and one crewmember died. Safety issues identified in this report include the lack of small passenger vessel regulations requiring smoke detection in all accommodation spaces; the lack of a roving patrol; small passenger vessel construction regulations for means of escape; and ineffective company oversight. As part of its accident investigation, the National Transportation Safety Board makes ten new safety recommendations to the US Coast Guard, associations that have members operating small passenger vessels with overnight accommodations, and Truth Aquatics, Inc.; the NTSB reiterates one safety recommendation to the Coast Guard.","2020-11-10T05:00:00Z","USCG | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE UNITED STATES COAST GUARD: Develop and implement an inspection procedure to verify that small passenger vessel owners, operators, and charterers are conducting roving patrols as required by Title 46 Code of Federal Regulations Subchapter T.",,,,"DCA19MM047","100177","MAR-20-03","https://data.ntsb.gov/carol-main-public/sr-details/M-20-017","https://www.ntsb.gov/investigations/Pages/DCA19MM047.aspx"
"M-20-018","Marine","2019-09-02T14:00:00Z","Ventura","California","USA","This report discusses the September 2, 2019, fire on board the 75-foot-long small passenger vessel Conception, operated by Truth Aquatics, Inc., in Platts Harbor on the north side of Santa Cruz Island, 21.5 nautical miles south-southwest of Santa Barbara, California. Thirty-three passengers and one crewmember died. Safety issues identified in this report include the lack of small passenger vessel regulations requiring smoke detection in all accommodation spaces; the lack of a roving patrol; small passenger vessel construction regulations for means of escape; and ineffective company oversight. As part of its accident investigation, the National Transportation Safety Board makes ten new safety recommendations to the US Coast Guard, associations that have members operating small passenger vessels with overnight accommodations, and Truth Aquatics, Inc.; the NTSB reiterates one safety recommendation to the Coast Guard.","2020-11-10T05:00:00Z","USCG | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE UNITED STATES COAST GUARD: Revise Title 46 Code of Federal Regulations Subchapter T to require newly constructed small passenger vessels with overnight accommodations to provide a secondary means of escape into a different space than the primary exit so that a single fire should not affect both escape paths.",,,,"DCA19MM047","100177","MAR-20-03","https://data.ntsb.gov/carol-main-public/sr-details/M-20-018","https://www.ntsb.gov/investigations/Pages/DCA19MM047.aspx"
"M-20-019","Marine","2019-09-02T14:00:00Z","Ventura","California","USA","This report discusses the September 2, 2019, fire on board the 75-foot-long small passenger vessel Conception, operated by Truth Aquatics, Inc., in Platts Harbor on the north side of Santa Cruz Island, 21.5 nautical miles south-southwest of Santa Barbara, California. Thirty-three passengers and one crewmember died. Safety issues identified in this report include the lack of small passenger vessel regulations requiring smoke detection in all accommodation spaces; the lack of a roving patrol; small passenger vessel construction regulations for means of escape; and ineffective company oversight. As part of its accident investigation, the National Transportation Safety Board makes ten new safety recommendations to the US Coast Guard, associations that have members operating small passenger vessels with overnight accommodations, and Truth Aquatics, Inc.; the NTSB reiterates one safety recommendation to the Coast Guard.","2020-11-10T05:00:00Z","USCG | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE UNITED STATES COAST GUARD: Revise Title 46 Code of Federal Regulations Subchapter T to require all small passenger vessels with overnight accommodations, including those constructed prior to 1996, to provide a secondary means of escape into a different space than the primary exit so that a single fire should not affect both escape paths.",,,,"DCA19MM047","100177","MAR-20-03","https://data.ntsb.gov/carol-main-public/sr-details/M-20-019","https://www.ntsb.gov/investigations/Pages/DCA19MM047.aspx"
"M-20-020","Marine","2019-09-02T14:00:00Z","Ventura","California","USA","This report discusses the September 2, 2019, fire on board the 75-foot-long small passenger vessel Conception, operated by Truth Aquatics, Inc., in Platts Harbor on the north side of Santa Cruz Island, 21.5 nautical miles south-southwest of Santa Barbara, California. Thirty-three passengers and one crewmember died. Safety issues identified in this report include the lack of small passenger vessel regulations requiring smoke detection in all accommodation spaces; the lack of a roving patrol; small passenger vessel construction regulations for means of escape; and ineffective company oversight. As part of its accident investigation, the National Transportation Safety Board makes ten new safety recommendations to the US Coast Guard, associations that have members operating small passenger vessels with overnight accommodations, and Truth Aquatics, Inc.; the NTSB reiterates one safety recommendation to the Coast Guard.","2020-11-10T05:00:00Z","USCG | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO THE UNITED STATES COAST GUARD: Review the suitability of Title 46 Code of Federal Regulations Subchapter T regulations regarding means of escape to ensure there are no obstructions to egress on small passenger vessels constructed prior to 1996 and modify regulations accordingly.",,,,"DCA19MM047","100177","MAR-20-03","https://data.ntsb.gov/carol-main-public/sr-details/M-20-020","https://www.ntsb.gov/investigations/Pages/DCA19MM047.aspx"
"M-20-021","Marine","2019-09-02T14:00:00Z","Ventura","California","USA","This report discusses the September 2, 2019, fire on board the 75-foot-long small passenger vessel Conception, operated by Truth Aquatics, Inc., in Platts Harbor on the north side of Santa Cruz Island, 21.5 nautical miles south-southwest of Santa Barbara, California. Thirty-three passengers and one crewmember died. Safety issues identified in this report include the lack of small passenger vessel regulations requiring smoke detection in all accommodation spaces; the lack of a roving patrol; small passenger vessel construction regulations for means of escape; and ineffective company oversight. As part of its accident investigation, the National Transportation Safety Board makes ten new safety recommendations to the US Coast Guard, associations that have members operating small passenger vessels with overnight accommodations, and Truth Aquatics, Inc.; the NTSB reiterates one safety recommendation to the Coast Guard.","2020-11-10T05:00:00Z","Passenger Vessel Association | Closed - Acceptable Action | 7/26/2022;
Sportfishing Association of California | Closed - Acceptable Action | 9/28/2022;
National Association of Charterboat Operators | Open - Await Response | NA;
","true","Open - Await Response","","TO THE PASSENGER VESSEL ASSOCIATION, SPORTFISHING ASSOCIATION OF CALIFORNIA, AND NATIONAL ASSOCIATION OF CHARTERBOAT OPERATORS: Until the US Coast Guard requires all passenger vessels with overnight accommodations, including vessels constructed prior to 1996, to have smoke detectors in all accommodation spaces, share the circumstances of the Conception accident with your members and encourage your members to voluntarily install interconnected smoke and fire detectors in all accommodation spaces such that when one detector alarms, the remaining detectors also alarm.",,,,"DCA19MM047","100177","MAR-20-03","https://data.ntsb.gov/carol-main-public/sr-details/M-20-021","https://www.ntsb.gov/investigations/Pages/DCA19MM047.aspx"
"M-20-022","Marine","2019-09-02T14:00:00Z","Ventura","California","USA","This report discusses the September 2, 2019, fire on board the 75-foot-long small passenger vessel Conception, operated by Truth Aquatics, Inc., in Platts Harbor on the north side of Santa Cruz Island, 21.5 nautical miles south-southwest of Santa Barbara, California. Thirty-three passengers and one crewmember died. Safety issues identified in this report include the lack of small passenger vessel regulations requiring smoke detection in all accommodation spaces; the lack of a roving patrol; small passenger vessel construction regulations for means of escape; and ineffective company oversight. As part of its accident investigation, the National Transportation Safety Board makes ten new safety recommendations to the US Coast Guard, associations that have members operating small passenger vessels with overnight accommodations, and Truth Aquatics, Inc.; the NTSB reiterates one safety recommendation to the Coast Guard.","2020-11-10T05:00:00Z","Passenger Vessel Association | Closed - Acceptable Action | 7/26/2022;
Sportfishing Association of California | Closed - Acceptable Action | 9/28/2022;
National Association of Charterboat Operators | Open - Await Response | NA;
","true","Open - Await Response","","TO THE PASSENGER VESSEL ASSOCIATION, SPORTFISHING ASSOCIATION OF CALIFORNIA, AND NATIONAL ASSOCIATION OF CHARTERBOAT OPERATORS: Until the US Coast Guard requires small passenger vessels with overnight accommodations to provide a secondary means of escape into a different space than the primary exit, share the circumstances of the Conception accident with your members and encourage your members to voluntarily do so.",,,,"DCA19MM047","100177","MAR-20-03","https://data.ntsb.gov/carol-main-public/sr-details/M-20-022","https://www.ntsb.gov/investigations/Pages/DCA19MM047.aspx"
"M-20-023","Marine","2019-09-02T14:00:00Z","Ventura","California","USA","This report discusses the September 2, 2019, fire on board the 75-foot-long small passenger vessel Conception, operated by Truth Aquatics, Inc., in Platts Harbor on the north side of Santa Cruz Island, 21.5 nautical miles south-southwest of Santa Barbara, California. Thirty-three passengers and one crewmember died. Safety issues identified in this report include the lack of small passenger vessel regulations requiring smoke detection in all accommodation spaces; the lack of a roving patrol; small passenger vessel construction regulations for means of escape; and ineffective company oversight. As part of its accident investigation, the National Transportation Safety Board makes ten new safety recommendations to the US Coast Guard, associations that have members operating small passenger vessels with overnight accommodations, and Truth Aquatics, Inc.; the NTSB reiterates one safety recommendation to the Coast Guard.","2020-11-10T05:00:00Z","Truth Aquatics | Closed--No Longer Applicable | 10/18/2021;
","false","Closed--No Longer Applicable","2021-10-18T04:00:00Z","TO TRUTH AQUATICS: Implement a safety management system for your fleet to improve safety practices and minimize risk.",,,,"DCA19MM047","100177","MAR-20-03","https://data.ntsb.gov/carol-main-public/sr-details/M-20-023","https://www.ntsb.gov/investigations/Pages/DCA19MM047.aspx"
"A-20-025","Aviation","2019-01-29T05:00:00Z","Zaleski","Ohio","USA","On January 29, 2019, about 0650 eastern standard time, a single-engine, turbine-powered Bell 407 helicopter, N191SF, being operated as a helicopter air ambulance (HAA) flight, collided with forested terrain about 4 miles northeast of Zaleski, Ohio.1 The certificated commercial pilot, flight nurse, and flight paramedic died, and the helicopter was destroyed. The helicopter was registered to and operated by Viking Aviation, LLC, doing business as Survival Flight Inc., under Title 14 Code of Federal Regulations Part 135. Company flight-following procedures were in effect for the visual flight rules (VFR) flight, which departed Mount Carmel Hospital, Grove City, Ohio, about 0628 and was destined for Holzer Meigs Emergency Department, Pomeroy, Ohio, about 69 nautical miles southeast, to pick up a patient. Night visual meteorological conditions existed at the departure location, but available weather information indicated that snow showers and areas of instrument meteorological conditions (IMC) existed along the route of flight.","2020-06-08T04:00:00Z","Survival Flight | Open - Acceptable Response | NA;
","false","Open - Acceptable Response","","TO SURVIVAL FLIGHT: Establish a safety management system (SMS) program under the Federal Aviation Administration SMS Voluntary Program that includes compliance with Advisory Circular 120-92B, “Safety Management Systems for Aviation Service Providers.”","Aviation","Quality / Safety Management","Safety policy and objectives","CEN19FA072","98902","AAR-20-01","https://data.ntsb.gov/carol-main-public/sr-details/A-20-025","https://www.ntsb.gov/investigations/Pages/CEN19FA072.aspx"
"A-20-027","Aviation","2017-07-01T04:00:00Z","Perryville","Missouri","USA","These recommendations address the need for crash-resistant flight recorder systems and crash-protected image recorder systems on existing and newly manufactured turbine-powered helicopters. These recommendations are derived from several NTSB investigations of turbine-powered helicopter accidents in which the lack of a crash-resistant or crash-protected flight recording system that records parametric data, cockpit audio, and images hindered our understanding of the accident circumstances and, thus, allowed potential safety issues to go unaddressed.","2020-06-02T04:00:00Z","Airbus | Open - Acceptable Response | NA;
Bell Helicopter Textron Inc. | Open - Unacceptable Response | NA;
Leonardo Helicopter Division | Open - Acceptable Response | NA;
MD Helicopters | Open - Acceptable Response | NA;
Robinson Helicopter Company | Open - Acceptable Response | NA;
","true","Open - Acceptable Response","","TO AIRBUS HELICOPTERS, BELL, LEONARDO HELICOPTER DIVISION, MD HELICOPTERS, AND ROBINSON HELICOPTER COMPANY: Install, on your newly manufactured turbine-powered helicopters that are not equipped with a flight data recorder and a cockpit voice recorder, a crash-resistant flight recorder system that records cockpit audio and images with a view of the cockpit environment to include as much of the outside view as possible and parametric data per aircraft and system installation, all as specified in Technical Standard Order C197, “Information Collection and Monitoring Systems.” The recorder system installation should be considered essential equipment that remains installed for the life of the helicopter and have provisions to ensure it remains operational during each flight.",,,,"CEN17FA252","95485","ASR-20-04","https://data.ntsb.gov/carol-main-public/sr-details/A-20-027","https://www.ntsb.gov/investigations/Pages/CEN17FA252.aspx"
"A-20-028","Aviation","2017-07-01T04:00:00Z","Perryville","Missouri","USA","These recommendations address the need for crash-resistant flight recorder systems and crash-protected image recorder systems on existing and newly manufactured turbine-powered helicopters. These recommendations are derived from several NTSB investigations of turbine-powered helicopter accidents in which the lack of a crash-resistant or crash-protected flight recording system that records parametric data, cockpit audio, and images hindered our understanding of the accident circumstances and, thus, allowed potential safety issues to go unaddressed.","2020-06-02T04:00:00Z","Airbus | Open - Acceptable Response | NA;
Bell Helicopter Textron Inc. | Open - Unacceptable Response | NA;
Leonardo Helicopter Division | Open - Acceptable Response | NA;
Sikorsky Aircraft | Open - Acceptable Response | NA;
","true","Open - Acceptable Response","","TO AIRBUS HELICOPTERS, BELL, LEONARDO HELICOPTER DIVISION, AND SIKORSKY: Install, on your newly manufactured turbine-powered helicopters that are equipped with a flight data recorder and a cockpit voice recorder, a crash-protected cockpit image recorder system compliant with Technical Standard Order C176a, “Cockpit Image Recorder Equipment,” or equivalent. The cockpit image recorder should be equipped with an independent power source consistent with that required for cockpit voice recorders in Title 14 Code of Federal Regulations 29.1457. The recorder system installation should be considered essential equipment that remains installed for the life of the helicopter and have provisions to ensure it remains operational during each flight.",,,,"CEN17FA252","95485","ASR-20-04","https://data.ntsb.gov/carol-main-public/sr-details/A-20-028","https://www.ntsb.gov/investigations/Pages/CEN17FA252.aspx"
"A-20-029","Aviation","2017-07-01T04:00:00Z","Perryville","Missouri","USA","These recommendations address the need for crash-resistant flight recorder systems and crash-protected image recorder systems on existing and newly manufactured turbine-powered helicopters. These recommendations are derived from several NTSB investigations of turbine-powered helicopter accidents in which the lack of a crash-resistant or crash-protected flight recording system that records parametric data, cockpit audio, and images hindered our understanding of the accident circumstances and, thus, allowed potential safety issues to go unaddressed.","2020-06-02T04:00:00Z","Airbus | Open - Acceptable Response | NA;
Bell Helicopter Textron Inc. | Open - Unacceptable Response | NA;
Leonardo Helicopter Division | Open - Acceptable Response | NA;
MD Helicopters | Open - Acceptable Response | NA;
Robinson Helicopter Company | Open - Acceptable Response | NA;
Sikorsky Aircraft | Open - Acceptable Response | NA;
","true","Open - Acceptable Response","","TO AIRBUS HELICOPTERS, BELL, LEONARDO HELICOPTER DIVISION, MD HELICOPTERS, ROBINSON HELICOPTER COMPANY, AND SIKORSKY: Provide, on your existing turbine-powered helicopters that are not equipped with a flight data recorder or a cockpit voice recorder, a means to install a crash-resistant flight recorder system that records cockpit audio and images with a view of the cockpit environment to include as much of the outside view as possible and parametric data per aircraft and system installation, all as specified in Technical Standard Order C197, “Information Collection and Monitoring Systems.” The recorder system installation should be considered essential equipment that remains installed for the life of the helicopter and have provisions to ensure it remains operational during each flight.",,,,"CEN17FA252","95485","ASR-20-04","https://data.ntsb.gov/carol-main-public/sr-details/A-20-029","https://www.ntsb.gov/investigations/Pages/CEN17FA252.aspx"
"A-20-030","Aviation","2017-07-01T04:00:00Z","Perryville","Missouri","USA","These recommendations address the need for crash-resistant flight recorder systems and crash-protected image recorder systems on existing and newly manufactured turbine-powered helicopters. These recommendations are derived from several NTSB investigations of turbine-powered helicopter accidents in which the lack of a crash-resistant or crash-protected flight recording system that records parametric data, cockpit audio, and images hindered our understanding of the accident circumstances and, thus, allowed potential safety issues to go unaddressed.","2020-06-02T04:00:00Z","Airbus | Open - Acceptable Response | NA;
Bell Helicopter Textron Inc. | Open - Unacceptable Response | NA;
Leonardo Helicopter Division | Open - Acceptable Response | NA;
Sikorsky Aircraft | Open - Acceptable Response | NA;
","true","Open - Acceptable Response","","TO AIRBUS HELICOPTERS, BELL, LEONARDO HELICOPTER DIVISION, AND SIKORSKY: Provide, on your existing turbine-powered helicopters that are equipped with a flight data recorder and a cockpit voice recorder, a means to install a crash-protected cockpit image recorder system that is compliant with Technical Standard Order C176a, “Cockpit Image Recorder Equipment,” or equivalent. The cockpit image recorder system should be equipped with an independent power source consistent with that required for cockpit voice recorders in Title 14 Code of Federal Regulations 29.1457. The recorder system installation should be considered essential equipment that remains installed for the life of the helicopter and have provisions to ensure it remains operational during each flight.",,,,"CEN17FA252","95485","ASR-20-04","https://data.ntsb.gov/carol-main-public/sr-details/A-20-030","https://www.ntsb.gov/investigations/Pages/CEN17FA252.aspx"
